"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"92","92","529","529","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","84","84","84","0","84","84","0","84","84","0","0","84","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","4","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","527.0","NA","39738","527","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","209950","210976","209450","1670","204298","210977","1672","211078","211606","NA","178790","211077","Flanker task","79","45030.0","85","1024"
"93","93","528","528","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","85","85","85","0","85","85","0","85","85","0","0","85","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","5","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","392.0","NA","39738","392","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","211631","212659","209450","1670","204298","212660","1672","212761","213153","NA","178790","212760","Flanker task","80","45422.0","86","1024"
"93","93","526","526","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","86","86","86","0","86","86","0","86","86","0","0","86","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","6","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","411.0","NA","39738","411","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","213184","214207","209450","1670","204298","214208","1672","214308","214720","NA","178790","214308","Flanker task","81","45833.0","87","1024"
"93","93","525","525","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","87","87","87","0","87","87","0","87","87","0","0","87","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","7","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","425.0","NA","39738","425","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","214765","215789","209450","1670","204298","215790","1672","215890","216316","NA","178790","215890","Flanker task","82","46258.0","88","1024"
"93","93","524","524","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","88","88","88","0","88","88","0","88","88","0","0","88","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","8","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","389.0","NA","39738","389","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","216320","217348","209450","1670","204298","217349","1672","217450","217840","NA","178790","217449","Flanker task","83","46647.0","89","1024"
"93","93","522","522","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","89","89","89","0","89","89","0","89","89","0","0","89","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","9","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","386.0","NA","39738","386","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","217887","218910","209450","1670","204298","218911","1672","219012","219398","NA","178790","219011","Flanker task","84","47033.0","90","1024"
"93","93","520","520","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","90","90","90","0","90","90","0","90","90","0","0","90","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","10","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","338.0","NA","39738","338","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","219402","220426","209450","1670","204298","220427","1672","220528","220867","NA","178790","220527","Flanker task","85","47371.0","91","1024"
"93","93","520","520","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","91","91","91","0","91","91","0","91","91","0","0","91","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","11","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","514.0","NA","39738","514","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","220909","221933","209450","1670","204298","221934","1672","222034","222549","NA","178790","222034","Flanker task","86","47885.0","92","1024"
"92","92","519","519","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","92","92","92","0","92","92","0","92","92","0","0","92","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","12","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","457.0","NA","39738","457","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","222600","223623","209450","1670","204298","223624","1672","223725","224183","NA","178790","223724","Flanker task","86","48342.0","93","1024"
"92","92","519","519","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","93","93","93","0","93","93","0","93","93","0","0","93","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","13","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","487.0","NA","39738","487","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","224726","225749","224226","1670","204298","225750","1672","225852","226339","NA","178790","225851","Flanker task","87","48829.0","94","1024"
"92","92","519","519","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","94","94","94","0","94","94","0","94","94","0","0","94","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","14","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","493.0","NA","39738","493","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","226386","227409","224226","1670","204298","227410","1672","227511","228005","NA","178790","227510","Flanker task","88","49322.0","95","1024"
"92","92","517","517","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","95","95","95","0","95","95","0","95","95","0","0","95","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","15","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","349.0","NA","39738","349","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","228029","229052","224226","1670","204298","229053","1672","229153","229503","NA","178790","229153","Flanker task","89","49671.0","96","1024"
"92","92","515","515","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","96","96","96","0","96","96","0","96","96","0","0","96","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","16","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","301.0","NA","39738","301","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","229555","230579","224226","1670","204298","230580","1672","230680","230982","NA","178790","230680","Flanker task","90","49972.0","97","1024"
"92","92","513","513","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","97","97","97","0","97","97","0","97","97","0","0","97","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","17","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","360.0","NA","39738","360","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","231032","232062","224226","1670","204298","232063","1672","232163","232526","NA","178790","232163","Flanker task","91","50332.0","98","1024"
"92","92","512","512","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","98","98","98","0","98","98","0","98","98","0","0","98","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","18","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","393.0","NA","39738","393","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","232530","233554","224226","1670","204298","233555","1672","233657","234051","NA","178790","233656","Flanker task","92","50725.0","99","1024"
"93","93","511","511","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","99","99","99","0","99","99","0","99","99","0","0","99","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","19","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","435.0","NA","39738","435","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","234055","235079","224226","1670","204298","235080","1672","235180","235616","NA","178790","235180","Flanker task","93","51160.0","100","1024"
"93","93","509","509","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","100","100","100","0","100","100","0","100","100","0","0","100","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","20","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","328.0","NA","39738","328","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","235659","236683","224226","1670","204298","236684","1672","236785","237114","NA","178790","236784","Flanker task","94","51488.0","101","1024"
